raw_sentence,tokens,tokens_no_stop,stemmed,lemmatized
Don't let the cover fool you this book is spectacular!,"['dont', 'let', 'the', 'cover', 'fool', 'you', 'this', 'book', 'is', 'spectacular']","['dont', 'let', 'cover', 'fool', 'book', 'spectacular']","['dont', 'let', 'cover', 'fool', 'book', 'spectacular']","['dont', 'let', 'cover', 'fool', 'book', 'spectacular']"
"This was a easy to read book that made me want to keep reading on and on, not easy to put down.It left me wanting to read the follow on, which I hope is coming soon.","['this', 'was', 'a', 'easy', 'to', 'read', 'book', 'that', 'made', 'me', 'want', 'to', 'keep', 'reading', 'on', 'and', 'on', 'not', 'easy', 'to', 'put', 'downit', 'left', 'me', 'wanting', 'to', 'read', 'the', 'follow', 'on', 'which', 'i', 'hope', 'is', 'coming', 'soon']","['easy', 'read', 'book', 'made', 'want', 'keep', 'reading', 'easy', 'put', 'downit', 'left', 'wanting', 'read', 'follow', 'hope', 'coming', 'soon']","['easi', 'read', 'book', 'made', 'want', 'keep', 'read', 'easi', 'put', 'downit', 'left', 'want', 'read', 'follow', 'hope', 'come', 'soon']","['easy', 'read', 'book', 'made', 'want', 'keep', 'reading', 'easy', 'put', 'downit', 'left', 'wanting', 'read', 'follow', 'hope', 'coming', 'soon']"
I used to read a lot but have gotten away from it.,"['i', 'used', 'to', 'read', 'a', 'lot', 'but', 'have', 'gotten', 'away', 'from', 'it']","['used', 'read', 'lot', 'gotten', 'away']","['use', 'read', 'lot', 'gotten', 'away']","['used', 'read', 'lot', 'gotten', 'away']"
This book made me want to read again.,"['this', 'book', 'made', 'me', 'want', 'to', 'read', 'again']","['book', 'made', 'want', 'read']","['book', 'made', 'want', 'read']","['book', 'made', 'want', 'read']"
Very enjoyable.,"['very', 'enjoyable']",['enjoyable'],['enjoy'],['enjoyable']
A complete waste of time.,"['a', 'complete', 'waste', 'of', 'time']","['complete', 'waste', 'time']","['complet', 'wast', 'time']","['complete', 'waste', 'time']"
"Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing.","['typographical', 'errors', 'poor', 'grammar', 'and', 'a', 'totally', 'pathetic', 'plot', 'add', 'up', 'to', 'absolutely', 'nothing']","['typographical', 'errors', 'poor', 'grammar', 'totally', 'pathetic', 'plot', 'add', 'absolutely', 'nothing']","['typograph', 'error', 'poor', 'grammar', 'total', 'pathet', 'plot', 'add', 'absolut', 'noth']","['typographical', 'error', 'poor', 'grammar', 'totally', 'pathetic', 'plot', 'add', 'absolutely', 'nothing']"
I'm embarrassed for this author and very disappointed I actually paid for this book.,"['im', 'embarrassed', 'for', 'this', 'author', 'and', 'very', 'disappointed', 'i', 'actually', 'paid', 'for', 'this', 'book']","['im', 'embarrassed', 'author', 'disappointed', 'actually', 'paid', 'book']","['im', 'embarrass', 'author', 'disappoint', 'actual', 'paid', 'book']","['im', 'embarrassed', 'author', 'disappointed', 'actually', 'paid', 'book']"
"This was a great book,I just could not put it down,and could not read it fast enough.","['this', 'was', 'a', 'great', 'booki', 'just', 'could', 'not', 'put', 'it', 'downand', 'could', 'not', 'read', 'it', 'fast', 'enough']","['great', 'booki', 'could', 'put', 'downand', 'could', 'read', 'fast', 'enough']","['great', 'booki', 'could', 'put', 'downand', 'could', 'read', 'fast', 'enough']","['great', 'booki', 'could', 'put', 'downand', 'could', 'read', 'fast', 'enough']"
Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next.,"['boy', 'what', 'a', 'book', 'the', 'twist', 'and', 'turns', 'in', 'this', 'just', 'keeps', 'you', 'guessing', 'and', 'wanting', 'to', 'know', 'what', 'is', 'going', 'to', 'happen', 'next']","['boy', 'book', 'twist', 'turns', 'keeps', 'guessing', 'wanting', 'know', 'going', 'happen', 'next']","['boy', 'book', 'twist', 'turn', 'keep', 'guess', 'want', 'know', 'go', 'happen', 'next']","['boy', 'book', 'twist', 'turn', 'keep', 'guessing', 'wanting', 'know', 'going', 'happen', 'next']"
"This book makes you fall in love and can heat you up,it can also make you so angery.","['this', 'book', 'makes', 'you', 'fall', 'in', 'love', 'and', 'can', 'heat', 'you', 'upit', 'can', 'also', 'make', 'you', 'so', 'angery']","['book', 'makes', 'fall', 'love', 'heat', 'upit', 'also', 'make', 'angery']","['book', 'make', 'fall', 'love', 'heat', 'upit', 'also', 'make', 'angeri']","['book', 'make', 'fall', 'love', 'heat', 'upit', 'also', 'make', 'angery']"
this book can make you go throu several of your emotions.,"['this', 'book', 'can', 'make', 'you', 'go', 'throu', 'several', 'of', 'your', 'emotions']","['book', 'make', 'go', 'throu', 'several', 'emotions']","['book', 'make', 'go', 'throu', 'sever', 'emot']","['book', 'make', 'go', 'throu', 'several', 'emotion']"
This is a quick read romance.,"['this', 'is', 'a', 'quick', 'read', 'romance']","['quick', 'read', 'romance']","['quick', 'read', 'romanc']","['quick', 'read', 'romance']"
It is something that you will want to end your day off with if you read at night.,"['it', 'is', 'something', 'that', 'you', 'will', 'want', 'to', 'end', 'your', 'day', 'off', 'with', 'if', 'you', 'read', 'at', 'night']","['something', 'want', 'end', 'day', 'read', 'night']","['someth', 'want', 'end', 'day', 'read', 'night']","['something', 'want', 'end', 'day', 'read', 'night']"
"I thought this book was brilliant, but yet realistic.","['i', 'thought', 'this', 'book', 'was', 'brilliant', 'but', 'yet', 'realistic']","['thought', 'book', 'brilliant', 'yet', 'realistic']","['thought', 'book', 'brilliant', 'yet', 'realist']","['thought', 'book', 'brilliant', 'yet', 'realistic']"
It showed me that to error is human.,"['it', 'showed', 'me', 'that', 'to', 'error', 'is', 'human']","['showed', 'error', 'human']","['show', 'error', 'human']","['showed', 'error', 'human']"
I loved the fact that this writer showed the loving side of God and not the revengeful side of him.,"['i', 'loved', 'the', 'fact', 'that', 'this', 'writer', 'showed', 'the', 'loving', 'side', 'of', 'god', 'and', 'not', 'the', 'revengeful', 'side', 'of', 'him']","['loved', 'fact', 'writer', 'showed', 'loving', 'side', 'god', 'revengeful', 'side']","['love', 'fact', 'writer', 'show', 'love', 'side', 'god', 'reveng', 'side']","['loved', 'fact', 'writer', 'showed', 'loving', 'side', 'god', 'revengeful', 'side']"
I loved how it twisted and turned and I could not put it down.,"['i', 'loved', 'how', 'it', 'twisted', 'and', 'turned', 'and', 'i', 'could', 'not', 'put', 'it', 'down']","['loved', 'twisted', 'turned', 'could', 'put']","['love', 'twist', 'turn', 'could', 'put']","['loved', 'twisted', 'turned', 'could', 'put']"
I also loved The glass castle.,"['i', 'also', 'loved', 'the', 'glass', 'castle']","['also', 'loved', 'glass', 'castle']","['also', 'love', 'glass', 'castl']","['also', 'loved', 'glass', 'castle']"
"I guess you have to be a romance novel lover for this one, and not a very discerning one.","['i', 'guess', 'you', 'have', 'to', 'be', 'a', 'romance', 'novel', 'lover', 'for', 'this', 'one', 'and', 'not', 'a', 'very', 'discerning', 'one']","['guess', 'romance', 'novel', 'lover', 'one', 'discerning', 'one']","['guess', 'romanc', 'novel', 'lover', 'one', 'discern', 'one']","['guess', 'romance', 'novel', 'lover', 'one', 'discerning', 'one']"
All others beware!,"['all', 'others', 'beware']","['others', 'beware']","['other', 'bewar']","['others', 'beware']"
It is absolute drivel.,"['it', 'is', 'absolute', 'drivel']","['absolute', 'drivel']","['absolut', 'drivel']","['absolute', 'drivel']"
"I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt.","['i', 'figured', 'i', 'was', 'in', 'trouble', 'when', 'a', 'typo', 'is', 'prominently', 'featured', 'on', 'the', 'back', 'cover', 'but', 'the', 'first', 'page', 'of', 'the', 'book', 'removed', 'all', 'doubt']","['figured', 'trouble', 'typo', 'prominently', 'featured', 'back', 'cover', 'first', 'page', 'book', 'removed', 'doubt']","['figur', 'troubl', 'typo', 'promin', 'featur', 'back', 'cover', 'first', 'page', 'book', 'remov', 'doubt']","['figured', 'trouble', 'typo', 'prominently', 'featured', 'back', 'cover', 'first', 'page', 'book', 'removed', 'doubt']"
Wait - maybe I'm missing the point.,"['wait', 'maybe', 'im', 'missing', 'the', 'point']","['wait', 'maybe', 'im', 'missing', 'point']","['wait', 'mayb', 'im', 'miss', 'point']","['wait', 'maybe', 'im', 'missing', 'point']"
A quick re-read of the beginning now makes it clear.,"['a', 'quick', 'reread', 'of', 'the', 'beginning', 'now', 'makes', 'it', 'clear']","['quick', 'reread', 'beginning', 'makes', 'clear']","['quick', 'reread', 'begin', 'make', 'clear']","['quick', 'reread', 'beginning', 'make', 'clear']"
This has to be an intentional churning of over-heated prose for satiric purposes.,"['this', 'has', 'to', 'be', 'an', 'intentional', 'churning', 'of', 'overheated', 'prose', 'for', 'satiric', 'purposes']","['intentional', 'churning', 'overheated', 'prose', 'satiric', 'purposes']","['intent', 'churn', 'overh', 'prose', 'satir', 'purpos']","['intentional', 'churning', 'overheated', 'prose', 'satiric', 'purpose']"
"Phew, so glad I didn't waste $10.95 after all.","['phew', 'so', 'glad', 'i', 'didnt', 'waste', 'after', 'all']","['phew', 'glad', 'didnt', 'waste']","['phew', 'glad', 'didnt', 'wast']","['phew', 'glad', 'didnt', 'waste']"
I feel I have to write to keep others from wasting their money.,"['i', 'feel', 'i', 'have', 'to', 'write', 'to', 'keep', 'others', 'from', 'wasting', 'their', 'money']","['feel', 'write', 'keep', 'others', 'wasting', 'money']","['feel', 'write', 'keep', 'other', 'wast', 'money']","['feel', 'write', 'keep', 'others', 'wasting', 'money']"
This book seems to have been written by a 7th grader with poor grammatical skills for her age!,"['this', 'book', 'seems', 'to', 'have', 'been', 'written', 'by', 'a', 'th', 'grader', 'with', 'poor', 'grammatical', 'skills', 'for', 'her', 'age']","['book', 'seems', 'written', 'th', 'grader', 'poor', 'grammatical', 'skills', 'age']","['book', 'seem', 'written', 'th', 'grader', 'poor', 'grammat', 'skill', 'age']","['book', 'seems', 'written', 'th', 'grader', 'poor', 'grammatical', 'skill', 'age']"
"As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter.","['as', 'another', 'reviewer', 'points', 'out', 'there', 'is', 'a', 'misspelling', 'on', 'the', 'cover', 'and', 'i', 'believe', 'there', 'is', 'at', 'least', 'one', 'per', 'chapter']","['another', 'reviewer', 'points', 'misspelling', 'cover', 'believe', 'least', 'one', 'per', 'chapter']","['anoth', 'review', 'point', 'misspel', 'cover', 'believ', 'least', 'one', 'per', 'chapter']","['another', 'reviewer', 'point', 'misspelling', 'cover', 'believe', 'least', 'one', 'per', 'chapter']"
"For example, it was mentioned twice that she had a ""lean"" on her house.","['for', 'example', 'it', 'was', 'mentioned', 'twice', 'that', 'she', 'had', 'a', 'lean', 'on', 'her', 'house']","['example', 'mentioned', 'twice', 'lean', 'house']","['exampl', 'mention', 'twice', 'lean', 'hous']","['example', 'mentioned', 'twice', 'lean', 'house']"
"I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling.","['i', 'was', 'so', 'distracted', 'by', 'the', 'poor', 'writing', 'and', 'weak', 'plot', 'that', 'i', 'decided', 'to', 'read', 'with', 'a', 'pencil', 'in', 'hand', 'to', 'mark', 'all', 'of', 'the', 'horrible', 'grammar', 'and', 'spelling']","['distracted', 'poor', 'writing', 'weak', 'plot', 'decided', 'read', 'pencil', 'hand', 'mark', 'horrible', 'grammar', 'spelling']","['distract', 'poor', 'write', 'weak', 'plot', 'decid', 'read', 'pencil', 'hand', 'mark', 'horribl', 'grammar', 'spell']","['distracted', 'poor', 'writing', 'weak', 'plot', 'decided', 'read', 'pencil', 'hand', 'mark', 'horrible', 'grammar', 'spelling']"
Please don't waste your money.,"['please', 'dont', 'waste', 'your', 'money']","['please', 'dont', 'waste', 'money']","['pleas', 'dont', 'wast', 'money']","['please', 'dont', 'waste', 'money']"
"I too, believe that the good reviews must have been written by the author's relatives.","['i', 'too', 'believe', 'that', 'the', 'good', 'reviews', 'must', 'have', 'been', 'written', 'by', 'the', 'authors', 'relatives']","['believe', 'good', 'reviews', 'must', 'written', 'authors', 'relatives']","['believ', 'good', 'review', 'must', 'written', 'author', 'rel']","['believe', 'good', 'review', 'must', 'written', 'author', 'relative']"
I will not put much faith in the reviews from now on!,"['i', 'will', 'not', 'put', 'much', 'faith', 'in', 'the', 'reviews', 'from', 'now', 'on']","['put', 'much', 'faith', 'reviews']","['put', 'much', 'faith', 'review']","['put', 'much', 'faith', 'review']"
"It's glaringly obvious that all of the glowing reviews have been written by the same person, perhaps the author herself.","['its', 'glaringly', 'obvious', 'that', 'all', 'of', 'the', 'glowing', 'reviews', 'have', 'been', 'written', 'by', 'the', 'same', 'person', 'perhaps', 'the', 'author', 'herself']","['glaringly', 'obvious', 'glowing', 'reviews', 'written', 'person', 'perhaps', 'author']","['glaringli', 'obviou', 'glow', 'review', 'written', 'person', 'perhap', 'author']","['glaringly', 'obvious', 'glowing', 'review', 'written', 'person', 'perhaps', 'author']"
They all have the same misspellings and poor sentence structure that is featured in the book.,"['they', 'all', 'have', 'the', 'same', 'misspellings', 'and', 'poor', 'sentence', 'structure', 'that', 'is', 'featured', 'in', 'the', 'book']","['misspellings', 'poor', 'sentence', 'structure', 'featured', 'book']","['misspel', 'poor', 'sentenc', 'structur', 'featur', 'book']","['misspelling', 'poor', 'sentence', 'structure', 'featured', 'book']"
Who made Veronica Haddon think she is an author?,"['who', 'made', 'veronica', 'haddon', 'think', 'she', 'is', 'an', 'author']","['made', 'veronica', 'haddon', 'think', 'author']","['made', 'veronica', 'haddon', 'think', 'author']","['made', 'veronica', 'haddon', 'think', 'author']"
"When you hear folks say that they don't make 'em like that anymore, they might be talking about ""BY THE SEA"".","['when', 'you', 'hear', 'folks', 'say', 'that', 'they', 'dont', 'make', 'em', 'like', 'that', 'anymore', 'they', 'might', 'be', 'talking', 'about', 'by', 'the', 'sea']","['hear', 'folks', 'say', 'dont', 'make', 'em', 'like', 'anymore', 'might', 'talking', 'sea']","['hear', 'folk', 'say', 'dont', 'make', 'em', 'like', 'anymor', 'might', 'talk', 'sea']","['hear', 'folk', 'say', 'dont', 'make', 'em', 'like', 'anymore', 'might', 'talking', 'sea']"
"This is a very cool story about a young Cuban girl searching for idenity who stumbles into a coastal resort kitchen gig with a zen motorcycle maintenance man, three hysterical Italian chefs and a Latino fireballing right handed pitcher who plays on the team sponsored by the resort's owner.","['this', 'is', 'a', 'very', 'cool', 'story', 'about', 'a', 'young', 'cuban', 'girl', 'searching', 'for', 'idenity', 'who', 'stumbles', 'into', 'a', 'coastal', 'resort', 'kitchen', 'gig', 'with', 'a', 'zen', 'motorcycle', 'maintenance', 'man', 'three', 'hysterical', 'italian', 'chefs', 'and', 'a', 'latino', 'fireballing', 'right', 'handed', 'pitcher', 'who', 'plays', 'on', 'the', 'team', 'sponsored', 'by', 'the', 'resorts', 'owner']","['cool', 'story', 'young', 'cuban', 'girl', 'searching', 'idenity', 'stumbles', 'coastal', 'resort', 'kitchen', 'gig', 'zen', 'motorcycle', 'maintenance', 'man', 'three', 'hysterical', 'italian', 'chefs', 'latino', 'fireballing', 'right', 'handed', 'pitcher', 'plays', 'team', 'sponsored', 'resorts', 'owner']","['cool', 'stori', 'young', 'cuban', 'girl', 'search', 'iden', 'stumbl', 'coastal', 'resort', 'kitchen', 'gig', 'zen', 'motorcycl', 'mainten', 'man', 'three', 'hyster', 'italian', 'chef', 'latino', 'firebal', 'right', 'hand', 'pitcher', 'play', 'team', 'sponsor', 'resort', 'owner']","['cool', 'story', 'young', 'cuban', 'girl', 'searching', 'idenity', 'stumble', 'coastal', 'resort', 'kitchen', 'gig', 'zen', 'motorcycle', 'maintenance', 'man', 'three', 'hysterical', 'italian', 'chef', 'latino', 'fireballing', 'right', 'handed', 'pitcher', 'play', 'team', 'sponsored', 'resort', 'owner']"
"As is often the case she 'finds' herself through honest, often comical but always emotional, interaction with this sizzling roster of players.","['as', 'is', 'often', 'the', 'case', 'she', 'finds', 'herself', 'through', 'honest', 'often', 'comical', 'but', 'always', 'emotional', 'interaction', 'with', 'this', 'sizzling', 'roster', 'of', 'players']","['often', 'case', 'finds', 'honest', 'often', 'comical', 'always', 'emotional', 'interaction', 'sizzling', 'roster', 'players']","['often', 'case', 'find', 'honest', 'often', 'comic', 'alway', 'emot', 'interact', 'sizzl', 'roster', 'player']","['often', 'case', 'find', 'honest', 'often', 'comical', 'always', 'emotional', 'interaction', 'sizzling', 'roster', 'player']"
"With the perfect mix of special effects, that salsa sound and flashbacks, BY THE SEA, gets 4 BIG stars from me!","['with', 'the', 'perfect', 'mix', 'of', 'special', 'effects', 'that', 'salsa', 'sound', 'and', 'flashbacks', 'by', 'the', 'sea', 'gets', 'big', 'stars', 'from', 'me']","['perfect', 'mix', 'special', 'effects', 'salsa', 'sound', 'flashbacks', 'sea', 'gets', 'big', 'stars']","['perfect', 'mix', 'special', 'effect', 'salsa', 'sound', 'flashback', 'sea', 'get', 'big', 'star']","['perfect', 'mix', 'special', 'effect', 'salsa', 'sound', 'flashback', 'sea', 'get', 'big', 'star']"
